seq	batch	kind	status	action	path	notes
481	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/settings/components/ConfigCardActions.tsx	已逐文件读取并完成首轮复核；tsx 文件 48 行，顶层符号 2，导入语句 3。
482	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/settings/components/ConfigCardShell.tsx	已逐文件读取并完成首轮复核；tsx 文件 55 行，顶层符号 2，导入语句 3。
483	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/settings/components/ConfigsCardsList.tsx	已逐文件读取并完成首轮复核；tsx 文件 53 行，顶层符号 3，导入语句 3。
484	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/settings/components/ConfigsList.tsx	已逐文件读取并完成首轮复核；tsx 文件 32 行，顶层符号 2，导入语句 1。
485	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/settings/components/LocalEmbeddingModelDownloadModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 260 行，顶层符号 28，导入语句 6。
486	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/settings/components/SettingsEditorModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 74 行，顶层符号 3，导入语句 4。
487	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/settings/components/SettingsFixedCard.tsx	已逐文件读取并完成首轮复核；tsx 文件 71 行，顶层符号 2，导入语句 3。
488	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/settings/components/SettingsModalFooterContext.tsx	已逐文件读取并完成首轮复核；tsx 文件 25 行，顶层符号 5，导入语句 1。
489	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/settings/components/SettingsTabPanel.tsx	已逐文件读取并完成首轮复核；tsx 文件 25 行，顶层符号 2，导入语句 1。
490	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/business/settings/components/settingsLayout.ts	已逐文件读取并完成首轮复核；ts 文件 6 行，顶层符号 1，导入语句 0。
491	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/coding/DirectoryTree.tsx	已逐文件读取并完成首轮复核；tsx 文件 157 行，顶层符号 11，导入语句 2。
492	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/feedback/ConfirmDialog.tsx	已逐文件读取并完成首轮复核；tsx 文件 121 行，顶层符号 19，导入语句 4。
493	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/feedback/ErrorBoundary.tsx	已逐文件读取并完成首轮复核；tsx 文件 71 行，顶层符号 3，导入语句 4。
494	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/feedback/Toast.tsx	已逐文件读取并完成首轮复核；tsx 文件 144 行，顶层符号 16，导入语句 2。
495	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/layout/AppViewport.tsx	已逐文件读取并完成首轮复核；tsx 文件 84 行，顶层符号 9，导入语句 1。
496	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/ui/BookButton.tsx	已逐文件读取并完成首轮复核；tsx 文件 90 行，顶层符号 10，导入语句 1。
497	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/ui/BookCard.tsx	已逐文件读取并完成首轮复核；tsx 文件 41 行，顶层符号 5，导入语句 1。
498	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/ui/BookInput.tsx	已逐文件读取并完成首轮复核；tsx 文件 72 行，顶层符号 4，导入语句 1。
499	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/ui/BookSlider.tsx	已逐文件读取并完成首轮复核；tsx 文件 133 行，顶层符号 23，导入语句 1。
500	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/ui/Dropdown.tsx	已逐文件读取并完成首轮复核；tsx 文件 157 行，顶层符号 17，导入语句 3。
501	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/ui/Modal.tsx	已逐文件读取并完成首轮复核；tsx 文件 181 行，顶层符号 19，导入语句 3。
502	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/components/ui/ParticleBackground.tsx	已逐文件读取并完成首轮复核；tsx 文件 388 行，顶层符号 74，导入语句 1。
503	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/hooks/useConfirmTextModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 129 行，顶层符号 11，导入语句 5。
504	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/hooks/usePdfPreviewUrl.ts	已逐文件读取并完成首轮复核；ts 文件 104 行，顶层符号 11，导入语句 1。
505	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/hooks/usePersistedMangaGenOptions.ts	已逐文件读取并完成首轮复核；ts 文件 183 行，顶层符号 41，导入语句 2。
506	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/hooks/usePersistedState.ts	已逐文件读取并完成首轮复核；ts 文件 58 行，顶层符号 10，导入语句 2。
507	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/hooks/usePersistedTab.ts	已逐文件读取并完成首轮复核；ts 文件 21 行，顶层符号 3，导入语句 2。
508	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/hooks/useSSE.ts	已逐文件读取并完成首轮复核；ts 文件 189 行，顶层符号 37，导入语句 2。
509	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/hooks/useTokenBuffer.ts	已逐文件读取并完成首轮复核；ts 文件 44 行，顶层符号 8，导入语句 1。
510	frontend-web	text	reviewed-noncode	checked	frontend-web/src/index.css	文本/配置文件，已逐文件读取，609 行，不涉及死代码。
511	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/main.tsx	已逐文件读取并完成首轮复核；tsx 文件 89 行，顶层符号 14，导入语句 4。
512	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/AdminConfigs.tsx	已逐文件读取并完成首轮复核；tsx 文件 744 行，顶层符号 62，导入语句 16。
513	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/AdminOverview.tsx	已逐文件读取并完成首轮复核；tsx 文件 574 行，顶层符号 41，导入语句 13。
514	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/AdminProjects.tsx	已逐文件读取并完成首轮复核；tsx 文件 758 行，顶层符号 70，导入语句 16。
515	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/AdminUsers.tsx	已逐文件读取并完成首轮复核；tsx 文件 1012 行，顶层符号 77，导入语句 19。
516	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/AuthPage.tsx	已逐文件读取并完成首轮复核；tsx 文件 133 行，顶层符号 6，导入语句 8。
517	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/BlueprintPreview.tsx	已逐文件读取并完成首轮复核；tsx 文件 286 行，顶层符号 22，导入语句 10。
518	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/CodingDesk.tsx	已逐文件读取并完成首轮复核；tsx 文件 1402 行，顶层符号 125，导入语句 14。
519	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/CodingDetail.tsx	已逐文件读取并完成首轮复核；tsx 文件 1972 行，顶层符号 132，导入语句 16。
520	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/InspirationChat.tsx	已逐文件读取并完成首轮复核；tsx 文件 1369 行，顶层符号 155，导入语句 15。
521	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/NovelDetail.tsx	已逐文件读取并完成首轮复核；tsx 文件 466 行，顶层符号 27，导入语句 33。
522	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/NovelList.tsx	已逐文件读取并完成首轮复核；tsx 文件 557 行，顶层符号 36，导入语句 19。
523	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/WritingDesk.tsx	已逐文件读取并完成首轮复核；tsx 文件 1447 行，顶层符号 171，导入语句 28。
524	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/ChaptersTab.tsx	已逐文件读取并完成首轮复核；tsx 文件 198 行，顶层符号 6，导入语句 6。
525	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/CharacterAndRelationshipModals.tsx	已逐文件读取并完成首轮复核；tsx 文件 25 行，顶层符号 4，导入语句 4。
526	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/CharacterEditModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 140 行，顶层符号 4，导入语句 5。
527	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/CharactersTab.tsx	已逐文件读取并完成首轮复核；tsx 文件 148 行，顶层符号 4，导入语句 5。
528	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/LatestChapterOutlineModals.tsx	已逐文件读取并完成首轮复核；tsx 文件 207 行，顶层符号 2，导入语句 5。
529	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/LatestPartOutlineModals.tsx	已逐文件读取并完成首轮复核；tsx 文件 211 行，顶层符号 2，导入语句 5。
530	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/NovelDetailHeader.tsx	已逐文件读取并完成首轮复核；tsx 文件 196 行，顶层符号 12，导入语句 5。
531	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/NovelDetailLazyBusinessModals.tsx	已逐文件读取并完成首轮复核；tsx 文件 168 行，顶层符号 7，导入语句 6。
532	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/NovelDetailPageLayout.tsx	已逐文件读取并完成首轮复核；tsx 文件 114 行，顶层符号 4，导入语句 10。
533	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/NovelDetailTabBar.tsx	已逐文件读取并完成首轮复核；tsx 文件 63 行，顶层符号 6，导入语句 2。
534	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/NovelDetailTabContent.tsx	已逐文件读取并完成首轮复核；tsx 文件 101 行，顶层符号 3，导入语句 11。
535	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/OutlinesChapterCard.tsx	已逐文件读取并完成首轮复核；tsx 文件 90 行，顶层符号 5，导入语句 2。
536	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/OutlinesChapterSection.tsx	已逐文件读取并完成首轮复核；tsx 文件 143 行，顶层符号 4，导入语句 4。
537	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/OutlinesPartCard.tsx	已逐文件读取并完成首轮复核；tsx 文件 101 行，顶层符号 9，导入语句 4。
538	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/OutlinesPartSection.tsx	已逐文件读取并完成首轮复核；tsx 文件 187 行，顶层符号 2，导入语句 4。
539	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/OutlinesTab.tsx	已逐文件读取并完成首轮复核；tsx 文件 71 行，顶层符号 8，导入语句 6。
540	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/OverviewTab.tsx	已逐文件读取并完成首轮复核；tsx 文件 162 行，顶层符号 5，导入语句 3。
541	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/RelationshipEditModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 135 行，顶层符号 5，导入语句 5。
542	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/RelationshipsTab.tsx	已逐文件读取并完成首轮复核；tsx 文件 84 行，顶层符号 2，导入语句 4。
543	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/TitleAndBlueprintModals.tsx	已逐文件读取并完成首轮复核；tsx 文件 190 行，顶层符号 2，导入语句 5。
544	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/WorldTab.tsx	已逐文件读取并完成首轮复核；tsx 文件 133 行，顶层符号 3，导入语句 4。
545	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/bootstrapCache.ts	已逐文件读取并完成首轮复核；ts 文件 91 行，顶层符号 23，导入语句 1。
546	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/buildNovelDetailModalInput.ts	已逐文件读取并完成首轮复核；ts 文件 37 行，顶层符号 4，导入语句 3。
547	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/buildNovelDetailModalInputParams.ts	已逐文件读取并完成首轮复核；ts 文件 63 行，顶层符号 4，导入语句 1。
548	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/buildNovelDetailPageLayoutProps.ts	已逐文件读取并完成首轮复核；ts 文件 132 行，顶层符号 8，导入语句 5。
549	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/buildNovelDetailTabInput.ts	已逐文件读取并完成首轮复核；ts 文件 62 行，顶层符号 6，导入语句 5。
550	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/buildNovelDetailTabSources.ts	已逐文件读取并完成首轮复核；ts 文件 50 行，顶层符号 4，导入语句 2。
551	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/derived-data/useNovelDetailCharacterDerived.ts	已逐文件读取并完成首轮复核；ts 文件 99 行，顶层符号 18，导入语句 1。
552	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/derived-data/useNovelDetailCompletedChapterDerived.ts	已逐文件读取并完成首轮复核；ts 文件 66 行，顶层符号 19，导入语句 1。
553	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/derived-data/useNovelDetailOutlineDerived.ts	已逐文件读取并完成首轮复核；ts 文件 106 行，顶层符号 28，导入语句 1。
554	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/modal-props/types.ts	已逐文件读取并完成首轮复核；ts 文件 82 行，顶层符号 8，导入语句 4。
555	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/modal-props/useLatestChapterOutlineModalProps.ts	已逐文件读取并完成首轮复核；ts 文件 61 行，顶层符号 2，导入语句 2。
556	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/modal-props/useLatestPartOutlineModalProps.ts	已逐文件读取并完成首轮复核；ts 文件 63 行，顶层符号 2，导入语句 2。
557	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/modal-props/useLazyBusinessModalProps.ts	已逐文件读取并完成首轮复核；ts 文件 95 行，顶层符号 9，导入语句 2。
558	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/tab-props/types.ts	已逐文件读取并完成首轮复核；ts 文件 42 行，顶层符号 11，导入语句 6。
559	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/tab-props/useChaptersTabProps.ts	已逐文件读取并完成首轮复核；ts 文件 70 行，顶层符号 4，导入语句 2。
560	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/tab-props/useCharacterRelationshipTabProps.ts	已逐文件读取并完成首轮复核；ts 文件 89 行，顶层符号 5，导入语句 2。
561	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/tab-props/useOutlinesTabProps.ts	已逐文件读取并完成首轮复核；ts 文件 19 行，顶层符号 3，导入语句 2。
562	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/tab-props/useOverviewWorldTabProps.ts	已逐文件读取并完成首轮复核；ts 文件 78 行，顶层符号 4，导入语句 2。
563	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailAvatarManager.ts	已逐文件读取并完成首轮复核；ts 文件 91 行，顶层符号 8，导入语句 4。
564	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailBlueprintDraft.ts	已逐文件读取并完成首轮复核；ts 文件 212 行，顶层符号 41，导入语句 2。
565	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailBlueprintRefine.ts	已逐文件读取并完成首轮复核；ts 文件 97 行，顶层符号 11，导入语句 4。
566	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailBlueprintSave.ts	已逐文件读取并完成首轮复核；ts 文件 76 行，顶层符号 9，导入语句 4。
567	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailBootstrap.ts	已逐文件读取并完成首轮复核；ts 文件 150 行，顶层符号 10，导入语句 5。
568	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailChapterExport.ts	已逐文件读取并完成首轮复核；ts 文件 50 行，顶层符号 12，导入语句 3。
569	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailChapterOutlineRegenerate.ts	已逐文件读取并完成首轮复核；ts 文件 73 行，顶层符号 9，导入语句 3。
570	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailChapterSelection.ts	已逐文件读取并完成首轮复核；ts 文件 109 行，顶层符号 10，导入语句 4。
571	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailCharacterEditor.ts	已逐文件读取并完成首轮复核；ts 文件 88 行，顶层符号 12，导入语句 3。
572	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailCharacterRelationshipEditor.ts	已逐文件读取并完成首轮复核；ts 文件 36 行，顶层符号 4，导入语句 4。
573	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailDerivedData.ts	已逐文件读取并完成首轮复核；ts 文件 53 行，顶层符号 5，导入语句 3。
574	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailExport.ts	已逐文件读取并完成首轮复核；ts 文件 34 行，顶层符号 6，导入语句 4。
575	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailImportStatus.ts	已逐文件读取并完成首轮复核；ts 文件 123 行，顶层符号 12，导入语句 5。
576	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailLatestChapterOutlineActions.ts	已逐文件读取并完成首轮复核；ts 文件 134 行，顶层符号 16，导入语句 4。
577	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailLatestPartOutlineActions.ts	已逐文件读取并完成首轮复核；ts 文件 215 行，顶层符号 25，导入语句 5。
578	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailLeaveGuard.ts	已逐文件读取并完成首轮复核；ts 文件 106 行，顶层符号 15，导入语句 3。
579	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailModalProps.ts	已逐文件读取并完成首轮复核；ts 文件 34 行，顶层符号 4，导入语句 5。
580	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailModalStates.ts	已逐文件读取并完成首轮复核；ts 文件 33 行，顶层符号 2，导入语句 1。
581	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailOutlineActions.ts	已逐文件读取并完成首轮复核；ts 文件 203 行，顶层符号 13，导入语句 10。
582	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailOutlineEditor.ts	已逐文件读取并完成首轮复核；ts 文件 36 行，顶层符号 5，导入语句 1。
583	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailPartOutlineChapterGenerate.ts	已逐文件读取并完成首轮复核；ts 文件 74 行，顶层符号 10，导入语句 3。
584	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailPartOutlineRegenerate.ts	已逐文件读取并完成首轮复核；ts 文件 272 行，顶层符号 29，导入语句 4。
585	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailPartProgressSync.ts	已逐文件读取并完成首轮复核；ts 文件 64 行，顶层符号 6，导入语句 4。
586	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailProjectSync.ts	已逐文件读取并完成首轮复核；ts 文件 105 行，顶层符号 5，导入语句 5。
587	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailRagSync.ts	已逐文件读取并完成首轮复核；ts 文件 60 行，顶层符号 6，导入语句 3。
588	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailRelationshipEditor.ts	已逐文件读取并完成首轮复核；ts 文件 106 行，顶层符号 21，导入语句 3。
589	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailRenderLimits.ts	已逐文件读取并完成首轮复核；ts 文件 76 行，顶层符号 12，导入语句 1。
590	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailTabProps.ts	已逐文件读取并完成首轮复核；ts 文件 44 行，顶层符号 3，导入语句 5。
591	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/novel-detail/useNovelDetailTitleEditor.ts	已逐文件读取并完成首轮复核；ts 文件 62 行，顶层符号 6，导入语句 2。
592	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/writing-desk/PromptPreviewModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 60 行，顶层符号 2，导入语句 5。
593	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/writing-desk/WritingDeskAssistant.tsx	已逐文件读取并完成首轮复核；tsx 文件 143 行，顶层符号 2，导入语句 3。
594	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/writing-desk/WritingDeskHeader.tsx	已逐文件读取并完成首轮复核；tsx 文件 114 行，顶层符号 1，导入语句 4。
595	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/writing-desk/WritingDeskSidebar.tsx	已逐文件读取并完成首轮复核；tsx 文件 168 行，顶层符号 1，导入语句 4。
596	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/writing-desk/WritingNotesModal.tsx	已逐文件读取并完成首轮复核；tsx 文件 93 行，顶层符号 5，导入语句 7。
597	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/pages/writing-desk/useWritingDeskPanels.ts	已逐文件读取并完成首轮复核；ts 文件 222 行，顶层符号 49，导入语句 4。
598	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/store/auth.ts	已逐文件读取并完成首轮复核；ts 文件 241 行，顶层符号 21，导入语句 4。
599	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/store/ui.ts	已逐文件读取并完成首轮复核；ts 文件 14 行，顶层符号 2，导入语句 1。
600	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/theme/applyTheme.ts	已逐文件读取并完成首轮复核；ts 文件 209 行，顶层符号 65，导入语句 1。
601	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/theme/webAppearance.ts	已逐文件读取并完成首轮复核；ts 文件 66 行，顶层符号 17，导入语句 0。
602	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/utils/blueprintPending.ts	已逐文件读取并完成首轮复核；ts 文件 63 行，顶层符号 17，导入语句 0。
603	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/utils/bootstrapCache.ts	已逐文件读取并完成首轮复核；ts 文件 99 行，顶层符号 17，导入语句 1。
604	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/utils/constants.ts	已逐文件读取并完成首轮复核；ts 文件 38 行，顶层符号 5，导入语句 0。
605	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/utils/csv.ts	已逐文件读取并完成首轮复核；ts 文件 20 行，顶层符号 8，导入语句 1。
606	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/utils/downloadFile.ts	已逐文件读取并完成首轮复核；ts 文件 32 行，顶层符号 7，导入语句 0。
607	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/utils/projectRoutePrefetch.ts	已逐文件读取并完成首轮复核；ts 文件 102 行，顶层符号 16，导入语句 2。
608	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/utils/projectRouting.ts	已逐文件读取并完成首轮复核；ts 文件 113 行，顶层符号 19，导入语句 2。
609	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/utils/projectWorkflow.ts	已逐文件读取并完成首轮复核；ts 文件 84 行，顶层符号 14，导入语句 1。
610	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/utils/sanitizeFilename.ts	已逐文件读取并完成首轮复核；ts 文件 8 行，顶层符号 1，导入语句 0。
611	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/utils/scheduleIdleTask.ts	已逐文件读取并完成首轮复核；ts 文件 61 行，顶层符号 7，导入语句 0。
612	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/utils/workflowRollback.ts	已逐文件读取并完成首轮复核；ts 文件 121 行，顶层符号 31，导入语句 0。
613	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/utils/writingDraft.ts	已逐文件读取并完成首轮复核；ts 文件 98 行，顶层符号 25，导入语句 0。
614	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/src/vite-env.d.ts	已逐文件读取并完成首轮复核；ts 文件 23 行，顶层符号 3，导入语句 1。
615	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/tailwind.config.js	已逐文件读取并完成首轮复核；js 文件 92 行，顶层符号 0，导入语句 0。
616	frontend-web	text	reviewed-noncode	checked	frontend-web/tsconfig.json	文本/配置文件，已逐文件读取，30 行，不涉及死代码。
617	frontend-web	text	reviewed-noncode	checked	frontend-web/tsconfig.node.json	文本/配置文件，已逐文件读取，10 行，不涉及死代码。
618	frontend-web	code	reviewed-no-confirmed-dead-code	checked	frontend-web/vite.config.ts	已逐文件读取并完成首轮复核；ts 文件 44 行，顶层符号 6，导入语句 3。
619	frontend	text	reviewed-noncode	checked	frontend/README.md	文本/配置文件，已逐文件读取，243 行，不涉及死代码。
